10000 0.000600 0.000500
20000 0.001200 0.000900
30000 0.001900 0.001400
40000 0.002400 0.002300
50000 0.003500 0.002700
60000 0.004000 0.003200
70000 0.004800 0.003800
80000 0.005500 0.004500
90000 0.006400 0.006400
100000 0.006800 0.005500
